SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
TCESC:	8	1	136	8	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
SUSP:	16	2	0	0	0	0	0	0	
